AGIC SortID,Taxable Year,AGIC,County,All Returns,All Joint Returns,All Taxable Returns,Dependents On Returns,Adjusted Gross Income,Tax Assessed
4,2019,"6,000 to 8,999",Imperial,4518,637,472,2490,"34,023,000","17,000"
5,2019,"9,000 to 11,999",Imperial,5627,1062,392,4129,"59,093,000","27,000"
6,2019,"12,000 to 14,999",Imperial,5303,1057,304,4746,"71,731,000","27,000"
1,2019,Zero and Deficit,Inyo,113,35,,54,"-5,626,000","1,000"
2,2019,"1 to 2,999",Inyo,314,26,,53,"492,000",0
3,2019,"3,000 to 5,999",Inyo,330,31,52,61,"1,450,000","1,000"
4,2019,"6,000 to 8,999",Inyo,308,32,74,78,"2,283,000","4,000"
5,2019,"9,000 to 11,999",Inyo,311,43,55,99,"3,265,000","5,000"
6,2019,"12,000 to 14,999",Inyo,333,34,38,128,"4,464,000","3,000"
7,2019,"15,000 to 17,999",Inyo,335,50,113,111,"5,523,000","7,000"
8,2019,"18,000 to 20,999",Inyo,304,56,138,124,"5,908,000","13,000"
9,2019,"21,000 to 23,999",Inyo,350,50,210,132,"7,859,000","25,000"
10,2019,"24,000 to 26,999",Inyo,299,52,176,126,"7,608,000","29,000"
11,2019,"27,000 to 29,999",Inyo,326,71,181,166,"9,288,000","49,000"
12,2019,"30,000 to 34,999",Inyo,503,103,282,247,"16,332,000","111,000"
13,2019,"35,000 to 39,999",Inyo,435,116,258,242,"16,284,000","144,000"
14,2019,"40,000 to 49,999",Inyo,729,242,491,432,"32,731,000","370,000"
15,2019,"50,000 to 59,999",Inyo,557,220,459,284,"30,528,000","508,000"
16,2019,"60,000 to 69,999",Inyo,578,349,529,369,"37,153,000","646,000"
17,2019,"70,000 to 79,999",Inyo,390,219,372,240,"29,214,000","674,000"
18,2019,"80,000 to 89,999",Inyo,341,211,337,197,"28,930,000","765,000"
19,2019,"90,000 to 99,999",Inyo,270,163,268,151,"25,640,000","803,000"
20,2019,"100,000 to 149,999",Inyo,913,707,911,572,"111,457,000","4,212,000"
21,2019,"150,000 to 199,999",Inyo,398,346,397,347,"68,266,000","3,322,000"
22,2019,"200,000 to 299,999",Inyo,210,167,209,134,"49,944,000","3,035,000"
23,2019,"300,000 to 399,999",Inyo,38,30,38,21,"13,246,000","926,000"
24,2019,"400,000 to 499,999",Inyo,19,,19,,"8,461,000","641,000"
25,2019,"500,000 to 999,999",Inyo,31,26,31,14,"21,305,000","1,808,000"
26,2019,"1,000,000 and over",Inyo,10,,10,,"18,910,000","1,972,000"
1,2019,Zero and Deficit,Kern,2453,1022,38,1488,"-340,469,000","77,000"
2,2019,"1 to 2,999",Kern,8985,1072,287,2337,"13,355,000","6,000"
3,2019,"3,000 to 5,999",Kern,11798,1121,1394,4370,"53,686,000","26,000"
4,2019,"6,000 to 8,999",Kern,15494,2618,2302,9623,"116,842,000","91,000"
5,2019,"9,000 to 11,999",Kern,18620,2291,2039,11877,"196,805,000","134,000"
6,2019,"12,000 to 14,999",Kern,19771,2233,1772,17428,"267,313,000","174,000"
7,2019,"15,000 to 17,999",Kern,17907,2527,4871,15393,"294,856,000","288,000"
8,2019,"18,000 to 20,999",Kern,16245,2829,6654,13383,"316,648,000","545,000"
9,2019,"21,000 to 23,999",Kern,17322,3602,7387,15331,"389,349,000","923,000"
10,2019,"24,000 to 26,999",Kern,15570,3327,6681,13780,"396,676,000","1,229,000"
11,2019,"27,000 to 29,999",Kern,14577,3211,5888,13820,"414,629,000","1,636,000"
12,2019,"30,000 to 34,999",Kern,20973,5512,9771,19567,"680,439,000","3,624,000"
13,2019,"35,000 to 39,999",Kern,17586,5617,8417,17028,"657,543,000","4,254,000"
14,2019,"40,000 to 49,999",Kern,26958,9766,14601,27714,"1,205,889,000","10,709,000"
15,2019,"50,000 to 59,999",Kern,20751,8904,14393,20689,"1,137,716,000","13,925,000"
16,2019,"60,000 to 69,999",Kern,16497,8092,13579,16755,"1,069,067,000","16,611,000"
17,2019,"70,000 to 79,999",Kern,14087,8083,12952,16463,"1,056,111,000","18,845,000"
18,2019,"80,000 to 89,999",Kern,11464,6680,11076,11990,"971,669,000","22,284,000"
19,2019,"90,000 to 99,999",Kern,9736,6571,9578,11909,"924,045,000","23,000,000"
20,2019,"100,000 to 149,999",Kern,26055,20109,25950,28892,"3,156,818,000","106,664,000"
21,2019,"150,000 to 199,999",Kern,10815,9458,10800,11350,"1,845,499,000","85,288,000"
22,2019,"200,000 to 299,999",Kern,5954,5248,5946,5963,"1,414,044,000","82,071,000"
23,2019,"300,000 to 399,999",Kern,1597,1374,1596,1439,"545,431,000","36,884,000"
24,2019,"400,000 to 499,999",Kern,650,562,650,577,"288,482,000","21,114,000"
25,2019,"500,000 to 999,999",Kern,863,745,861,738,"576,021,000","46,607,000"
26,2019,"1,000,000 and over",Kern,427,357,426,368,"1,157,901,000","130,120,000"
1,2019,Zero and Deficit,Kings,456,229,11,663,"-90,231,000","13,000"
2,2019,"1 to 2,999",Kings,1318,196,53,442,"1,976,000","1,000"
3,2019,"3,000 to 5,999",Kings,1782,140,223,726,"8,164,000","3,000"
4,2019,"6,000 to 8,999",Kings,2013,179,362,1071,"15,199,000","13,000"
5,2019,"9,000 to 11,999",Kings,2338,258,344,1450,"24,648,000","23,000"
6,2019,"12,000 to 14,999",Kings,2884,542,322,2659,"39,134,000","30,000"
7,2019,"15,000 to 17,999",Kings,2563,363,744,2096,"42,368,000","46,000"
8,2019,"18,000 to 20,999",Kings,2354,371,1082,1655,"45,884,000","101,000"
9,2019,"21,000 to 23,999",Kings,2343,421,1043,1870,"52,717,000","143,000"
10,2019,"24,000 to 26,999",Kings,2206,452,925,1956,"56,159,000","175,000"
11,2019,"27,000 to 29,999",Kings,2127,483,882,1887,"60,653,000","251,000"
12,2019,"30,000 to 34,999",Kings,3446,883,1525,3320,"111,820,000","580,000"
13,2019,"35,000 to 39,999",Kings,3023,953,1325,3144,"113,240,000","686,000"
14,2019,"40,000 to 49,999",Kings,4890,1844,2562,5359,"218,678,000","1,809,000"
15,2019,"50,000 to 59,999",Kings,3511,1602,2291,3908,"192,225,000","2,122,000"
16,2019,"60,000 to 69,999",Kings,2818,1489,2278,3068,"182,685,000","2,612,000"
17,2019,"70,000 to 79,999",Kings,2124,1245,1912,2393,"158,912,000","2,827,000"
18,2019,"80,000 to 89,999",Kings,1682,1102,1603,1947,"142,480,000","2,938,000"
19,2019,"90,000 to 99,999",Kings,1297,943,1265,1504,"123,112,000","2,961,000"
20,2019,"100,000 to 149,999",Kings,4100,3461,4082,5115,"505,676,000","17,094,000"
21,2019,"150,000 to 199,999",Kings,1183,1076,1178,1301,"202,160,000","9,206,000"
22,2019,"200,000 to 299,999",Kings,573,511,573,552,"135,508,000","7,776,000"
23,2019,"300,000 to 399,999",Kings,154,127,152,128,"52,689,000","3,595,000"
24,2019,"400,000 to 499,999",Kings,63,55,63,55,"28,135,000","2,058,000"
25,2019,"500,000 to 999,999",Kings,85,73,84,58,"58,852,000","4,733,000"
26,2019,"1,000,000 and over",Kings,59,53,59,31,"165,531,000","16,871,000"
1,2019,Zero and Deficit,Lake,552,268,,124,"-25,032,000","1,000"
2,2019,"1 to 2,999",Lake,810,117,17,207,"1,143,000",0
3,2019,"3,000 to 5,999",Lake,904,140,75,291,"4,094,000","2,000"
4,2019,"6,000 to 8,999",Lake,1066,135,126,446,"8,077,000","6,000"
5,2019,"9,000 to 11,999",Lake,1176,170,109,604,"12,422,000","8,000"
6,2019,"12,000 to 14,999",Lake,1398,188,72,910,"18,660,000","7,000"
7,2019,"15,000 to 17,999",Lake,1137,194,269,680,"18,762,000","16,000"
8,2019,"18,000 to 20,999",Lake,1083,211,422,587,"21,140,000","33,000"
9,2019,"21,000 to 23,999",Lake,1111,219,514,639,"25,020,000","56,000"
10,2019,"24,000 to 26,999",Lake,1165,261,576,639,"29,688,000","98,000"
11,2019,"27,000 to 29,999",Lake,1014,238,487,624,"28,906,000","135,000"
12,2019,"30,000 to 34,999",Lake,1569,419,779,1064,"50,874,000","293,000"
13,2019,"35,000 to 39,999",Lake,1503,455,816,986,"56,177,000","438,000"
14,2019,"40,000 to 49,999",Lake,2190,786,1365,1487,"97,987,000","1,009,000"
15,2019,"50,000 to 59,999",Lake,1663,725,1284,1133,"91,067,000","1,297,000"
16,2019,"60,000 to 69,999",Lake,1318,752,1020,1445,"85,444,000","1,298,000"
17,2019,"70,000 to 79,999",Lake,939,556,884,735,"70,367,000","1,443,000"
18,2019,"80,000 to 89,999",Lake,796,515,785,555,"67,496,000","1,639,000"
19,2019,"90,000 to 99,999",Lake,687,437,676,484,"65,024,000","1,902,000"
20,2019,"100,000 to 149,999",Lake,1713,1283,1706,1390,"208,107,000","7,626,000"
21,2019,"150,000 to 199,999",Lake,623,504,620,404,"106,268,000","5,333,000"
22,2019,"200,000 to 299,999",Lake,392,327,391,293,"93,241,000","5,595,000"
23,2019,"300,000 to 399,999",Lake,65,51,64,44,"22,320,000","1,483,000"
24,2019,"400,000 to 499,999",Lake,,,35,,"15,569,000","1,143,000"
25,2019,"500,000 to 999,999",Lake,45,33,45,34,"29,420,000","2,437,000"
26,2019,"1,000,000 and over",Lake,,,,,"13,382,000","1,411,000"
1,2019,Zero and Deficit,Lassen,102,49,0,61,"-8,030,000",0
2,2019,"1 to 2,999",Lassen,289,33,17,79,"446,000",0
3,2019,"3,000 to 5,999",Lassen,343,37,55,107,"1,556,000","1,000"
4,2019,"6,000 to 8,999",Lassen,350,47,68,114,"2,632,000","2,000"
5,2019,"9,000 to 11,999",Lassen,433,53,60,222,"4,551,000","4,000"
6,2019,"12,000 to 14,999",Lassen,310,47,31,123,"4,160,000","3,000"
7,2019,"15,000 to 17,999",Lassen,337,62,105,145,"5,559,000","10,000"
8,2019,"18,000 to 20,999",Lassen,378,77,166,151,"7,335,000","15,000"
9,2019,"21,000 to 23,999",Lassen,309,55,174,137,"6,961,000","20,000"
10,2019,"24,000 to 26,999",Lassen,421,61,269,153,"10,664,000","49,000"
11,2019,"27,000 to 29,999",Lassen,329,91,166,177,"9,360,000","45,000"
12,2019,"30,000 to 34,999",Lassen,506,131,297,234,"16,366,000","115,000"
13,2019,"35,000 to 39,999",Lassen,482,154,277,283,"18,086,000","151,000"
14,2019,"40,000 to 49,999",Lassen,937,318,634,532,"42,171,000","496,000"
15,2019,"50,000 to 59,999",Lassen,812,336,633,534,"44,400,000","668,000"
16,2019,"60,000 to 69,999",Lassen,653,339,589,419,"42,227,000","782,000"
17,2019,"70,000 to 79,999",Lassen,557,331,532,420,"41,705,000","897,000"
18,2019,"80,000 to 89,999",Lassen,413,266,406,305,"35,068,000","884,000"
19,2019,"90,000 to 99,999",Lassen,397,272,396,327,"37,668,000","1,073,000"
20,2019,"100,000 to 149,999",Lassen,1191,982,1186,1165,"144,002,000","5,064,000"
21,2019,"150,000 to 199,999",Lassen,356,324,356,325,"60,322,000","2,869,000"
22,2019,"200,000 to 299,999",Lassen,154,138,153,140,"36,352,000","2,107,000"
23,2019,"300,000 to 399,999",Lassen,32,27,32,14,"10,781,000","718,000"
24,2019,"400,000 to 499,999",Lassen,,,,,"4,097,000","316,000"
25,2019,"500,000 to 999,999",Lassen,,,,,"5,877,000","490,000"
26,2019,"1,000,000 and over",Lassen,,,,,"3,892,000","353,000"
3,2019,"3,000 to 5,999",Los Angeles,163563,13431,20966,23575,"740,186,000","712,000"
4,2019,"6,000 to 8,999",Los Angeles,174703,16738,31285,41521,"1,312,070,000","1,672,000"
5,2019,"9,000 to 11,999",Los Angeles,204725,22287,28612,80532,"2,159,649,000","2,396,000"
6,2019,"12,000 to 14,999",Los Angeles,206486,23456,24721,104656,"2,786,137,000","2,848,000"
7,2019,"15,000 to 17,999",Los Angeles,193768,25498,60247,108520,"3,190,657,000","4,472,000"
8,2019,"18,000 to 20,999",Los Angeles,183715,26244,93553,99677,"3,576,024,000","7,901,000"
9,2019,"21,000 to 23,999",Los Angeles,178511,30697,93914,100907,"4,017,389,000","12,628,000"
10,2019,"24,000 to 26,999",Los Angeles,188280,33288,100939,108507,"4,797,695,000","18,976,000"
11,2019,"27,000 to 29,999",Los Angeles,181963,32592,95675,111877,"5,186,052,000","27,721,000"
12,2019,"30,000 to 34,999",Los Angeles,282206,55133,159491,181645,"9,149,968,000","64,468,000"
13,2019,"35,000 to 39,999",Los Angeles,241717,50650,141355,157305,"9,047,185,000","80,182,000"
14,2019,"40,000 to 49,999",Los Angeles,390314,93722,257865,249474,"17,480,769,000","219,052,000"
15,2019,"50,000 to 59,999",Los Angeles,301006,85791,235287,191708,"16,487,560,000","275,377,000"
16,2019,"60,000 to 69,999",Los Angeles,233711,77944,203403,156228,"15,138,104,000","314,457,000"
17,2019,"70,000 to 79,999",Los Angeles,187019,69814,175223,123376,"13,999,756,000","350,749,000"
18,2019,"80,000 to 89,999",Los Angeles,154480,63414,149402,104128,"13,104,490,000","379,581,000"
19,2019,"90,000 to 99,999",Los Angeles,129816,58453,127328,95274,"12,321,609,000","394,015,000"
20,2019,"100,000 to 149,999",Los Angeles,384107,214336,380861,284845,"46,680,362,000","1,812,755,000"
21,2019,"150,000 to 199,999",Los Angeles,179570,123450,178948,146259,"30,911,992,000","1,510,948,000"
22,2019,"200,000 to 299,999",Los Angeles,144956,109017,144598,126071,"34,910,951,000","2,040,245,000"
23,2019,"300,000 to 399,999",Los Angeles,55451,43041,55167,49140,"19,056,610,000","1,269,554,000"
24,2019,"400,000 to 499,999",Los Angeles,27076,21186,27001,23811,"12,063,056,000","872,840,000"
25,2019,"500,000 to 999,999",Los Angeles,41258,32268,41140,38653,"27,919,169,000","2,252,144,000"
26,2019,"1,000,000 and over",Los Angeles,23996,17950,23971,21964,"82,975,986,000","9,224,234,000"
1,2019,Zero and Deficit,Los Angeles,53918,13375,883,19321,"-9,446,037,000","3,684,000"
2,2019,"1 to 2,999",Los Angeles,147275,13775,6385,16067,"209,683,000","197,000"
1,2019,Zero and Deficit,Madera,554,254,,276,"-137,450,000","23,000"
2,2019,"1 to 2,999",Madera,1558,215,,400,"2,288,000","1,000"
3,2019,"3,000 to 5,999",Madera,1948,216,244,663,"8,923,000","4,000"
4,2019,"6,000 to 8,999",Madera,2336,283,411,1148,"17,601,000","16,000"
5,2019,"9,000 to 11,999",Madera,2856,342,373,1793,"30,106,000","25,000"
6,2019,"12,000 to 14,999",Madera,3075,440,322,2224,"41,462,000","31,000"
7,2019,"15,000 to 17,999",Madera,2984,447,916,2309,"49,180,000","53,000"
8,2019,"18,000 to 20,999",Madera,3418,556,1129,3425,"66,883,000","95,000"
9,2019,"21,000 to 23,999",Madera,2738,614,1110,2300,"61,645,000","143,000"
10,2019,"24,000 to 26,999",Madera,2714,636,1115,2492,"69,135,000","202,000"
11,2019,"27,000 to 29,999",Madera,2687,692,1017,2599,"76,543,000","278,000"
12,2019,"30,000 to 34,999",Madera,4305,1471,1726,4108,"138,783,000","656,000"
13,2019,"35,000 to 39,999",Madera,3434,1188,1497,3730,"128,591,000","767,000"
14,2019,"40,000 to 49,999",Madera,5240,2165,2696,5679,"234,545,000","1,901,000"
15,2019,"50,000 to 59,999",Madera,3958,2038,2548,4132,"216,596,000","2,299,000"
16,2019,"60,000 to 69,999",Madera,2978,1791,2275,3658,"193,516,000","2,545,000"
17,2019,"70,000 to 79,999",Madera,2277,1417,2086,2412,"170,481,000","2,986,000"
18,2019,"80,000 to 89,999",Madera,1836,1209,1767,1910,"155,824,000","3,413,000"
19,2019,"90,000 to 99,999",Madera,1434,1045,1409,1531,"135,922,000","3,392,000"
20,2019,"100,000 to 149,999",Madera,3979,3232,3961,4151,"481,060,000","16,120,000"
21,2019,"150,000 to 199,999",Madera,1477,1294,1473,1452,"252,016,000","11,880,000"
22,2019,"200,000 to 299,999",Madera,851,752,847,805,"201,323,000","11,791,000"
23,2019,"300,000 to 399,999",Madera,206,179,205,158,"69,456,000","4,730,000"
24,2019,"400,000 to 499,999",Madera,98,88,98,109,"43,277,000","3,110,000"
25,2019,"500,000 to 999,999",Madera,233,213,233,78,"148,403,000","11,548,000"
26,2019,"1,000,000 and over",Madera,84,74,84,45,"224,362,000","23,806,000"
1,2019,Zero and Deficit,Marin,2221,630,37,688,"-483,280,000","284,000"
2,2019,"1 to 2,999",Marin,3816,184,450,252,"5,729,000","11,000"
3,2019,"3,000 to 5,999",Marin,3696,181,996,307,"16,616,000","57,000"
4,2019,"6,000 to 8,999",Marin,3145,204,1083,331,"23,519,000","105,000"
5,2019,"9,000 to 11,999",Marin,3163,221,786,525,"33,259,000","133,000"
6,2019,"12,000 to 14,999",Marin,3620,298,551,686,"48,529,000","127,000"
7,2019,"15,000 to 17,999",Marin,3105,585,1264,1292,"50,838,000","392,000"
8,2019,"18,000 to 20,999",Marin,2795,383,1381,794,"54,504,000","194,000"
9,2019,"21,000 to 23,999",Marin,2673,409,1467,853,"60,046,000","272,000"
10,2019,"24,000 to 26,999",Marin,2637,427,1578,885,"67,189,000","371,000"
11,2019,"27,000 to 29,999",Marin,2606,432,1568,933,"74,310,000","481,000"
12,2019,"30,000 to 34,999",Marin,4278,735,2730,1522,"139,124,000","1,186,000"
13,2019,"35,000 to 39,999",Marin,4040,837,2646,1442,"151,266,000","1,576,000"
14,2019,"40,000 to 49,999",Marin,7366,1606,5364,2642,"331,138,000","4,793,000"
15,2019,"50,000 to 59,999",Marin,6559,1685,5345,2550,"360,063,000","6,744,000"
16,2019,"60,000 to 69,999",Marin,5603,1673,5003,2225,"363,365,000","8,552,000"
17,2019,"70,000 to 79,999",Marin,5093,1585,4805,1793,"381,136,000","10,639,000"
18,2019,"80,000 to 89,999",Marin,4203,1547,4028,1603,"356,620,000","11,194,000"
19,2019,"90,000 to 99,999",Marin,3743,1506,3632,1434,"355,254,000","12,146,000"
20,2019,"100,000 to 149,999",Marin,14237,7078,14033,6155,"1,754,024,000","71,721,000"
21,2019,"150,000 to 199,999",Marin,9370,5896,9318,5715,"1,619,902,000","79,944,000"
22,2019,"200,000 to 299,999",Marin,11529,8888,11497,9936,"2,813,005,000","161,263,000"
23,2019,"300,000 to 399,999",Marin,5475,4404,5465,5056,"1,888,381,000","123,993,000"
24,2019,"400,000 to 499,999",Marin,3163,2630,3158,3250,"1,410,198,000","100,389,000"
25,2019,"500,000 to 999,999",Marin,5684,4740,5681,6363,"3,878,784,000","312,666,000"
26,2019,"1,000,000 and over",Marin,3350,2761,3350,3985,"10,300,274,000","1,148,607,000"
1,2019,Zero and Deficit,Mariposa,112,49,,41,"-6,268,000",0
2,2019,"1 to 2,999",Mariposa,226,47,11,30,"315,000",0
3,2019,"3,000 to 5,999",Mariposa,219,34,27,50,"990,000","1,000"
4,2019,"6,000 to 8,999",Mariposa,269,34,42,75,"2,038,000","2,000"
5,2019,"9,000 to 11,999",Mariposa,269,45,28,73,"2,834,000","2,000"
6,2019,"12,000 to 14,999",Mariposa,249,56,29,89,"3,376,000","4,000"
7,2019,"15,000 to 17,999",Mariposa,276,47,101,86,"4,549,000","6,000"
8,2019,"18,000 to 20,999",Mariposa,289,73,123,131,"5,672,000","11,000"
9,2019,"21,000 to 23,999",Mariposa,303,73,161,82,"6,834,000","20,000"
10,2019,"24,000 to 26,999",Mariposa,305,57,190,92,"7,784,000","35,000"
11,2019,"27,000 to 29,999",Mariposa,329,100,168,149,"9,382,000","48,000"
12,2019,"30,000 to 34,999",Mariposa,411,107,258,163,"13,371,000","104,000"
13,2019,"35,000 to 39,999",Mariposa,361,118,234,131,"13,495,000","126,000"
14,2019,"40,000 to 49,999",Mariposa,608,227,441,260,"27,343,000","346,000"
15,2019,"50,000 to 59,999",Mariposa,569,220,495,213,"31,138,000","562,000"
16,2019,"60,000 to 69,999",Mariposa,395,215,362,173,"25,712,000","494,000"
17,2019,"70,000 to 79,999",Mariposa,287,190,278,169,"21,467,000","430,000"
18,2019,"80,000 to 89,999",Mariposa,224,159,221,150,"18,919,000","450,000"
19,2019,"90,000 to 99,999",Mariposa,203,138,202,125,"19,307,000","559,000"
20,2019,"100,000 to 149,999",Mariposa,555,446,554,366,"67,754,000","2,429,000"
21,2019,"150,000 to 199,999",Mariposa,222,185,222,163,"38,121,000","1,890,000"
22,2019,"200,000 to 299,999",Mariposa,123,107,123,86,"29,183,000","1,765,000"
23,2019,"300,000 to 399,999",Mariposa,26,23,26,13,"8,690,000","588,000"
24,2019,"400,000 to 499,999",Mariposa,,11,13,,"5,818,000","448,000"
25,2019,"500,000 to 999,999",Mariposa,14,,14,,"9,314,000","829,000"
26,2019,"1,000,000 and over",Mariposa,,,,,"9,976,000","1,077,000"
1,2019,Zero and Deficit,Mendocino,629,199,,208,"-46,112,000","4,000"
2,2019,"1 to 2,999",Mendocino,1245,130,,171,"1,845,000","1,000"
3,2019,"3,000 to 5,999",Mendocino,1636,126,122,638,"7,588,000","4,000"
4,2019,"6,000 to 8,999",Mendocino,1655,189,220,627,"12,460,000","10,000"
5,2019,"9,000 to 11,999",Mendocino,1586,215,181,564,"16,679,000","13,000"
6,2019,"12,000 to 14,999",Mendocino,1673,237,164,746,"22,617,000","17,000"
7,2019,"15,000 to 17,999",Mendocino,1603,240,474,792,"26,454,000","30,000"
8,2019,"18,000 to 20,999",Mendocino,1653,300,706,792,"32,212,000","60,000"
9,2019,"21,000 to 23,999",Mendocino,1617,314,806,783,"36,412,000","93,000"
10,2019,"24,000 to 26,999",Mendocino,1512,301,779,801,"38,529,000","137,000"
11,2019,"27,000 to 29,999",Mendocino,1634,349,827,995,"46,578,000","226,000"
12,2019,"30,000 to 34,999",Mendocino,2580,598,1345,1738,"83,670,000","530,000"
13,2019,"35,000 to 39,999",Mendocino,2246,615,1272,1412,"84,173,000","681,000"
14,2019,"40,000 to 49,999",Mendocino,3619,1167,2362,2374,"161,804,000","1,845,000"
15,2019,"50,000 to 59,999",Mendocino,2619,1118,1974,1902,"143,381,000","2,006,000"
16,2019,"60,000 to 69,999",Mendocino,2022,1011,1741,1492,"130,849,000","2,285,000"
17,2019,"70,000 to 79,999",Mendocino,1459,882,1372,1065,"109,297,000","2,222,000"
18,2019,"80,000 to 89,999",Mendocino,1166,739,1132,831,"98,893,000","2,452,000"
19,2019,"90,000 to 99,999",Mendocino,951,641,945,673,"90,304,000","2,516,000"
20,2019,"100,000 to 149,999",Mendocino,2782,2071,2770,1846,"336,573,000","12,344,000"
21,2019,"150,000 to 199,999",Mendocino,1041,840,1036,647,"178,162,000","8,694,000"
22,2019,"200,000 to 299,999",Mendocino,737,588,736,432,"175,171,000","10,393,000"
23,2019,"300,000 to 399,999",Mendocino,226,182,224,116,"77,403,000","5,150,000"
24,2019,"400,000 to 499,999",Mendocino,99,73,99,55,"44,225,000","3,284,000"
25,2019,"500,000 to 999,999",Mendocino,150,107,150,71,"99,856,000","8,178,000"
26,2019,"1,000,000 and over",Mendocino,45,31,45,12,"96,688,000","10,352,000"
21,2019,"150,000 to 199,999",Merced,2269,1991,2262,2767,"387,033,000","18,058,000"
22,2019,"200,000 to 299,999",Merced,1185,1036,1185,1227,"280,092,000","16,495,000"
23,2019,"300,000 to 399,999",Merced,270,238,269,232,"92,385,000","6,225,000"
24,2019,"400,000 to 499,999",Merced,128,111,126,122,"56,624,000","4,118,000"
25,2019,"500,000 to 999,999",Merced,198,160,198,140,"134,126,000","10,872,000"
26,2019,"1,000,000 and over",Merced,90,74,89,51,"338,808,000","28,922,000"
1,2019,Zero and Deficit,Merced,923,435,,508,"-206,170,000","137,000"
2,2019,"1 to 2,999",Merced,3007,376,,830,"4,700,000","1,000"
3,2019,"3,000 to 5,999",Merced,3886,359,420,1555,"17,665,000","9,000"
4,2019,"6,000 to 8,999",Merced,5578,549,798,2398,"41,836,000","31,000"
5,2019,"9,000 to 11,999",Merced,5354,612,711,3224,"56,270,000","50,000"
